framework,pinned_commit,relative_path,line,behavior_kind,detail,mixed_subclass,classification_basis,source_excerpt,implemented_and_semantically_tested,coverage_gain_claimed
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,494,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""restored-state-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,495,state_memory,ToolApprovalState,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session.state[DEFAULT_TOOL_APPROVAL_SOURCE_ID] = ToolApprovalState(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,543,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""stale-hidden-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,608,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""grouped-hidden-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,673,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""queue-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,722,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""forged-standing-approval"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,727,hitl_resume,create_always_approve_tool_response,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,forged_response = create_always_approve_tool_response(forged_request),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,759,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""forged-hosted-standing-approval"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,782,hitl_resume,create_always_approve_tool_response,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,forged_response = create_always_approve_tool_response(forged_request),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,812,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-tool-upgrade"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,854,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""approval-tool-removed"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,905,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""mixed-middleware-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,958,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""heuristic-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1008,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""shared-budget-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1062,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=f""approval-iteration-budget-{streaming}"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1113,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""stream-queue-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1178,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""standing-rule-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1198,hitl_resume,create_always_approve_tool_response,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,"await agent.run(create_always_approve_tool_response(first_request), session=session)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1249,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""hosted-boundary-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1258,hitl_resume,create_always_approve_tool_response,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,"await agent.run(create_always_approve_tool_response(first_request), session=session)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1301,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""argument-rule-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1321,hitl_resume,create_always_approve_tool_with_arguments_response,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,"await agent.run(create_always_approve_tool_with_arguments_response(first_request), session=session)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1385,state_memory,AgentSession,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"session = AgentSession(session_id=""empty-arguments-rule-session"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_harness_tool_approval.py,1405,hitl_resume,create_always_approve_tool_with_arguments_response,FRAMEWORK_CONTRACT_BOUNDED,explicit HITL state transition has a framework-defined record contract,"await agent.run(create_always_approve_tool_with_arguments_response(first_request), session=session)",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,1304,state_memory,server.session.call_tool.assert_called_once,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,server.session.call_tool.assert_called_once()  # type: ignore[union-attr]  # ty: ignore[unresolved-attribute],NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,1359,state_memory,self.sessions.append,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,self.sessions.append(self.session),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,1627,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,for func in server.functions:,NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,1719,state_memory,_reset_progressive_mcp_warning_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,_reset_progressive_mcp_warning_state(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,1758,state_memory,_reset_progressive_mcp_warning_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,_reset_progressive_mcp_warning_state(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,2839,state_memory,tool._reset_session_state,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool._reset_session_state(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,3877,loop,For,EXTRACTOR_AMBIGUOUS,static extractor did not establish a finite source bound,"for tool_name, description in test_tools:",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,4787,state_memory,tool.session.call_tool.assert_awaited_once,GENUINELY_DYNAMIC,external/durable backend or runtime I/O controls state semantics,tool.session.call_tool.assert_awaited_once()  # ty: ignore[unresolved-attribute],NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,4949,state_memory,sessions.append,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,sessions.append(session),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,4954,state_memory,session_contexts.append,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,session_contexts.append(session_context),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5173,state_memory,mock_session.set_logging_level.assert_called_once_with,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"mock_session.set_logging_level.assert_called_once_with(""debug"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5210,state_memory,mock_session.set_logging_level.assert_not_called,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,mock_session.set_logging_level.assert_not_called(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5250,state_memory,mock_session.set_logging_level.assert_called_once_with,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"mock_session.set_logging_level.assert_called_once_with(""info"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5272,state_memory,tool.session.initialize.assert_awaited_once,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool.session.initialize.assert_awaited_once(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5298,state_memory,tool.session.initialize.assert_awaited_once,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool.session.initialize.assert_awaited_once(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5299,state_memory,tool.session.list_tools.assert_not_called,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool.session.list_tools.assert_not_called(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5300,state_memory,tool.session.list_prompts.assert_not_called,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool.session.list_prompts.assert_not_called(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5301,state_memory,tool.session.set_logging_level.assert_not_called,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool.session.set_logging_level.assert_not_called(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5322,state_memory,tool.session.list_tools.assert_not_called,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool.session.list_tools.assert_not_called(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5323,state_memory,tool.session.list_prompts.assert_not_called,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool.session.list_prompts.assert_not_called(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5346,state_memory,tool.session.set_logging_level.assert_awaited_once_with,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,"tool.session.set_logging_level.assert_awaited_once_with(""info"")",NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5362,state_memory,tool.session.send_ping.assert_awaited_once,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,tool.session.send_ping.assert_awaited_once(),NO,NO
Microsoft Agent Framework,af461de51da16f5cb800ff7febc0f8f96355607a,python/packages/core/tests/core/test_mcp.py,5412,state_memory,first_session.list_tools.assert_awaited_once,EXTRACTOR_AMBIGUOUS,broad name heuristic does not establish protected state semantics,first_session.list_tools.assert_awaited_once(),NO,NO
